user_id,selfie_link_id_1,selfie_link_id_2,selfie_link_id_3,missing_count
5843,5843_00000852-0016-3945-5215-F8F005C1B538,5843_00000915-0016-4568-3005-F8F005C1B538,,1
5850,5850_00000624-0016-7330-0107-F8F005C20FEF,5850_00000676-0016-8885-3552-F8F005C20FEF,,1
5864,5864_00000667-0016-1389-2489-F8F005C1FF50,5864_00001547-0016-8118-6927-F8F005C1FF50,,1
5868,5868_00000017-0016-6547-4196-F8F005C1C800,5868_00000041-0016-7368-7557-F8F005C1C800,,1
5872,5872_2020-05-20 05:00:00,5872_2020-06-02 19:00:00,,1
5898,5898_2020-06-03 22:00:00,5898_2020-06-12 07:00:00,,1
5899,5899_2020-05-13 20:00:00,5899_2020-06-14 21:00:00,,1
5908,5908_00001468-0016-6853-1208-F8F005C1CB5C,5908_00001246-0016-8953-1876-F8F005C20FC1,,1
5978,5978_2020-05-17 08:00:00,5978_00001492-0016-8953-7377-F8F005C1F861,,1
5982,5982_2020-06-08 19:00:00,5982_00001381-0016-4988-2738-F8F005C20DE5,,1
6008,6008_2020-05-19 06:00:00,6008_2020-06-15 05:00:00,,1
6011,6011_00000622-0016-7429-8089-F8F005C20B42,6011_00000647-0016-8499-8769-F8F005C20B42,,1
6027,6027_00000668-0016-1855-6991-F8F005C20874,6027_00001222-0016-8689-1691-F8F005C20874,,1
6070,6070_2020-05-17 21:00:00,6070_2020-05-21 20:00:00,,1
6086,6086_2020-05-20 20:00:00,6086_00000509-0016-4141-3284-F8F005C1F60E,,1
6097,6097_00000520-0016-0568-3954-F8F005C2121A,6097_00000575-0016-1462-5647-F8F005C2121A,,1
6103,6103_00000621-0016-0963-0551-F8F005C1B63B,6103_00000818-0016-3695-5217-F8F005C1B63B,,1
6117,6117_2020-05-07 21:00:00,6117_00000576-0016-0859-0014-F8F005C1F6E8,,1
6131,6131_00000693-0016-3838-7275-F8F005C1B610,6131_00000889-0016-5626-9527-F8F005C1B610,,1
6143,6143_00000490-0016-0681-0616-F8F00529AA73,6143_00001193-0016-8939-8723-F8F005C1B655,,1
6144,6144_00000208-0016-0366-0368-F8F005C1FAB2,6144_00001067-0016-8809-1685-F8F005C1FAB2,,1
6146,6146_2020-06-03 04:00:00,6146_2020-06-16 04:00:00,,1
6147,6147_00000148-0016-0551-1880-F8F005C2128D,6147_00000149-0016-0559-9909-F8F005C2128D,,1
618,618_00001357-0016-2925-2140-F8F00528AC17,618_00000365-0016-8948-8085-F8F00528B923,,1
6199,6199_2020-05-30 17:00:00,6199_2020-06-10 16:00:00,,1
6204,6204_00001409-0016-4478-5677-F8F005C1B511,6204_00002357-0016-8958-0772-F8F005C1B511,,1
621,621_00002546-0016-5895-3968-F8F00528AE1E,621_00003213-0016-8913-4878-F8F00528AE1E,,1
6218,6218_2020-06-15 04:00:00,6218_00000607-0016-0524-8718-F8F005C1B88C,,1
6221,6221_2020-06-13 09:00:00,6221_00001556-0016-8940-9945-F8F005C1FAE7,,1
6232,6232_00000859-0016-6997-4724-F8F005C1CC48,6232_00001017-0016-8896-5456-F8F005C1CC48,,1
6246,6246_2020-05-18 19:00:00,6246_00002125-0016-7618-6650-F8F005C1FFA3,,1
6249,6249_00000016-0016-1441-1318-F8F005C2056E,6249_00000023-0016-1973-5212-F8F005C2056E,,1
6302,6302_00000827-0016-1161-1346-F8F005C20A59,6302_00001617-0016-7678-9727-F8F00528B292,,1
6303,6303_00000548-0016-0438-9660-F8F005C1F883,6303_00000765-0016-1527-1725-F8F005C1F883,,1
631,631_00002009-0016-5311-1874-F8F00528B3E6,631_00002830-0016-8949-3934-F8F00528B3E6,,1
6316,6316_00000864-0016-4043-3873-F8F005C1FD56,6316_00001127-0016-8880-8038-F8F005C1FD56,,1
6324,6324_00000541-0016-1183-4480-F8F005C1C85F,6324_00000575-0016-1606-1126-F8F005C1C85F,,1
6355,6355_00000246-0016-0940-9944-F8F005C1F940,6355_00000276-0016-1526-8472-F8F005C1F940,,1
6359,6359_2020-05-11 19:00:00,6359_00000865-0016-1518-1965-F8F005C21309,,1
6367,6367_00000368-0016-0539-2326-F8F005C1F596,6367_00001088-0016-8783-9059-F8F005C1C9AB,,1
637,637_00002815-0016-8164-2184-F8F00528B25A,637_00002957-0016-8953-3848-F8F00528B25A,,1
6372,6372_2020-05-30 05:00:00,6372_00001177-0016-3781-4801-F8F005C1FF69,,1
638,638_00001516-0016-8154-0305-F8F00528BD8D,638_00001559-0016-8582-2797-F8F00528BD8D,,1
6388,6388_2020-06-08 08:00:00,6388_00000246-0016-0680-6700-F8F005C20769,,1
6412,6412_2020-05-12 04:00:00,6412_2020-06-14 08:00:00,,1
6426,6426_00001089-0016-3190-8890-F8F005C1F8ED,6426_00002754-0016-8954-0760-F8F005C1F8ED,,1
6433,6433_00001870-0016-6650-7882-F8F005C1C759,6433_00002258-0016-8887-9800-F8F005C1C759,,1
6462,6462_00001257-0016-4417-9088-F8F00528B3FA,6462_00001348-0016-6784-1442-F8F00528B3FA,,1
6491,6491_2020-06-05 22:00:00,6491_2020-06-15 20:00:00,,1
6494,6494_2020-05-09 19:00:00,6494_2020-05-20 15:00:00,,1
6496,6496_00000604-0016-5937-9399-F8F005C2067C,6496_00000722-0016-8900-8561-F8F005C2067C,,1
6519,6519_00000651-0016-4671-8414-F8F005C20962,6519_00000666-0016-4870-3133-F8F005C20962,,1
6522,6522_2020-06-03 20:00:00,6522_2020-06-15 21:00:00,,1
6543,6543_2020-05-12 06:00:00,6543_2020-06-16 08:00:00,,1
6572,6572_2020-05-27 20:00:00,6572_00002464-0016-8954-0432-F8F005C1B4F3,,1
6579,6579_00000064-0016-1411-0392-F8F00529C1F8,6579_00001586-0016-8872-8034-F8F00529C1F8,,1
659,659_00000613-0016-5691-3055-F8F00528AB0F,659_00000632-0016-5908-2029-F8F00528AB0F,,1
6593,6593_2020-06-14 08:00:00,6593_00000285-0016-0423-7167-F8F005C1FA5D,,1
6596,6596_2020-05-07 19:00:00,6596_2020-06-05 18:00:00,,1
6607,6607_00000281-0016-0386-4704-F8F005C1FA8B,6607_00000354-0016-3228-3617-F8F005C1FA8B,,1
6625,6625_2020-05-25 05:00:00,6625_2020-06-15 13:00:00,,1
6631,6631_2020-06-06 07:00:00,6631_2020-06-17 04:00:00,,1
6645,6645_00000315-0016-0534-2097-F8F005C1F634,6645_00000331-0016-0692-5770-F8F005C1F634,,1
6657,6657_00000474-0016-1066-2574-F8F005C20E47,6657_00000636-0016-2070-8757-F8F005C20E47,,1
6682,6682_00000563-0016-0927-1651-F8F005C1B521,6682_00001549-0016-8913-7350-F8F005C1B521,,1
6694,6694_2020-06-02 13:00:00,6694_00000448-0016-1441-8419-F8F005C1B70E,,1
6712,6712_00000386-0016-0400-6849-F8F005C1CDA0,6712_00000492-0016-2122-6721-F8F005C1CDA0,,1
6720,6720_00000878-0016-1492-3731-F8F005C20F20,6720_00000887-0016-1532-6546-F8F005C20F20,,1
6727,6727_00001589-0016-5268-0545-F8F005C1C94E,6727_00002400-0016-8948-9014-F8F005C1C94E,,1
6737,6737_00000613-0016-0642-2638-F8F005C20AAF,6737_00001035-0016-2936-5301-F8F005C20AAF,,1
6742,6742_2020-05-21 17:00:00,6742_00000865-0016-2208-8400-F8F005C20235,,1
6750,6750_2020-05-13 10:00:00,6750_2020-05-28 05:00:00,,1
6766,6766_00001231-0016-5281-5704-F8F005C1D830,6766_00001806-0016-8949-8286-F8F005C1D830,,1
6770,6770_2020-05-23 20:00:00,6770_2020-06-01 18:00:00,,1
6784,6784_2020-05-13 18:00:00,6784_2020-05-26 08:00:00,,1
6791,6791_00000546-0016-0931-2235-F8F005C2114A,6791_00001094-0016-5656-3090-F8F005C2114A,,1
6857,6857_2020-05-20 10:00:00,6857_2020-05-21 18:00:00,,1
6877,6877_2020-05-27 05:00:00,6877_2020-06-09 03:00:00,,1
6953,6953_00000811-0016-6710-8996-F8F005C20E92,6953_00000963-0016-8948-3085-F8F005C20E92,,1
6970,6970_00000592-0016-2019-2265-F8F005C1CBE0,6970_00000792-0016-4517-2173-F8F005C1CBE0,,1
6973,6973_00000343-0016-0499-0325-F8F005C1CC5B,6973_00000351-0016-0680-5276-F8F005C1CC5B,,1
6979,6979_00000454-0016-0582-4673-F8F005C1F58B,6979_00000847-0016-5683-7127-F8F005C1F58B,,1
699,699_00001275-0016-1454-7841-F8F00528B29B,699_00002013-0016-6477-8717-F8F00528B29B,,1
6995,6995_2020-06-03 03:00:00,6995_2020-06-10 08:00:00,,1
6999,6999_00000234-0016-0619-8270-F8F005C20866,6999_00000264-0016-1543-8736-F8F005C20866,,1
702,702_00000381-0016-1178-4371-F8F00528AAB1,702_00000384-0016-1216-2406-F8F00528AAB1,,1
7030,7030_2020-05-22 19:00:00,7030_00001192-0016-4072-0244-F8F005C1F669,,1
7037,7037_2020-05-25 17:00:00,7037_2020-06-16 03:00:00,,1
7040,7040_2020-05-10 04:00:00,7040_00002189-0016-8948-0778-F8F005C21372,,1
7041,7041_2020-05-23 16:00:00,7041_00002097-0016-6105-8826-F8F005C1FD80,,1
7042,7042_00000991-0016-6373-8312-F8F005C1CA90,7042_00001395-0016-8931-2500-F8F005C1CA90,,1
7062,7062_00001675-0016-8378-0094-F8F005C20CF4,7062_00001729-0016-8862-0600-F8F005C20CF4,,1
7080,7080_2020-05-12 04:00:00,7080_2020-05-28 04:00:00,,1
7094,7094_00000909-0016-1946-3818-F8F005C1A564,7094_00002033-0016-8932-8490-F8F005C1A564,,1
7099,7099_00001467-0016-7721-9730-F8F005C1D44A,7099_00001588-0016-8810-2862-F8F005C1D44A,,1
7108,7108_2020-06-05 07:00:00,7108_00000008-0016-0499-9447-F8F005C1F9C3,,1
7113,7113_00000168-0016-0519-4627-F8F005C209CA,7113_00000575-0016-8771-8492-F8F005C209CA,,1
7128,7128_00000646-0016-0403-6808-F8F005C20EDD,7128_00000690-0016-0594-4226-F8F005C20EDD,,1
7137,7137_00000384-0016-6237-7249-F8F005C213F4,7137_00000553-0016-8922-4799-F8F005C213F4,,1
7142,7142_2020-05-10 21:00:00,7142_00000139-0016-1036-7902-F8F005C1FF64,,1
7176,7176_00001015-0016-2983-0948-F8F005C1FFA2,7176_00001429-0016-5514-8152-F8F005C1FFA2,,1
7196,7196_2020-05-26 20:00:00,7196_2020-05-28 07:00:00,,1
7211,7211_2020-06-03 17:00:00,7211_2020-06-08 18:00:00,,1
7246,7246_00000534-0016-2222-4115-F8F005C1F945,7246_00000255-0016-8940-2461-F8F005C2122A,,1
7248,7248_00000256-0016-0782-4104-F8F005C2142C,7248_00000287-0016-1390-9874-F8F005C2142C,,1
725,725_2020-05-13 20:00:00,725_2020-06-15 21:00:00,,1
7267,7267_2020-05-26 06:00:00,7267_2020-05-29 04:00:00,,1
7275,7275_2020-06-10 13:00:00,7275_2020-06-15 07:00:00,,1
7346,7346_2020-05-09 21:00:00,7346_2020-05-15 05:00:00,,1
7361,7361_00001767-0016-5432-5675-F8F005C20ACD,7361_00001945-0016-6373-4065-F8F005C20ACD,,1
7370,7370_00000872-0016-1256-0515-F8F005C20E65,7370_00001859-0016-5493-3281-F8F005C20E65,,1
7389,7389_00000319-0016-1074-6835-F8F005C1F5E7,7389_00000349-0016-1411-7068-F8F005C1F5E7,,1
7396,7396_2020-05-21 19:00:00,7396_2020-06-13 21:00:00,,1
7427,7427_2020-05-15 05:00:00,7427_2020-05-28 05:00:00,,1
7449,7449_2020-06-02 04:00:00,7449_2020-06-16 04:00:00,,1
7453,7453_00000748-0016-7994-5652-F8F005C1B76B,7453_00000773-0016-8778-0977-F8F005C1B76B,,1
7461,7461_00000505-0016-1151-6039-F8F005C1B44C,7461_00000924-0016-6271-4939-F8F005C1B44C,,1
7463,7463_00000799-0016-5907-4925-F8F005C1CAC4,7463_00000928-0016-8949-4192-F8F005C1CAC4,,1
751,751_2020-05-28 20:00:00,751_2020-06-11 08:00:00,,1
7514,7514_00001300-0016-5298-7007-F8F005C1B802,7514_00001846-0016-8930-7695-F8F005C1B802,,1
7515,7515_00001719-0016-8732-4734-F8F005C1F681,7515_00001744-0016-8949-1997-F8F005C1F681,,1
7539,7539_00000852-0016-3427-2697-F8F005C1B7B5,7539_00001285-0016-8950-5625-F8F005C1B7B5,,1
7541,7541_2020-05-27 21:00:00,7541_00000143-0016-2016-3328-F8F005C20FD9,,1
7545,7545_2020-05-20 13:00:00,7545_2020-06-13 08:00:00,,1
7552,7552_2020-05-28 05:00:00,7552_00000562-0016-0861-4442-F8F005C1CC9C,,1
7557,7557_2020-06-09 08:00:00,7557_00000282-0016-0716-3893-F8F005C1CAF4,,1
7579,7579_2020-05-16 09:00:00,7579_2020-06-13 18:00:00,,1
7582,7582_00000976-0016-5731-4712-F8F005C21411,7582_00001156-0016-8922-6891-F8F005C21411,,1
7585,7585_00001222-0016-3285-5506-F8F005C20BDB,7585_00002377-0016-8879-6645-F8F005C20BDB,,1
7591,7591_2020-06-12 07:00:00,7591_00000446-0016-0690-4797-F8F005C20997,,1
7593,7593_00000922-0016-3782-1460-F8F005C1B46E,7593_00001023-0016-4697-6221-F8F005C1B46E,,1
7599,7599_2020-06-01 20:00:00,7599_2020-06-08 20:00:00,,1
7609,7609_2020-05-19 20:00:00,7609_2020-06-16 09:00:00,,1
7614,7614_2020-06-03 21:00:00,7614_00002124-0016-8953-9734-F8F005C1F4AE,,1
7618,7618_2020-06-17 01:00:00,7618_00000173-0016-0619-7765-F8F005C1B6FD,,1
7630,7630_2020-05-21 19:00:00,7630_00000409-0016-0689-0450-F8F005C20C06,,1
7658,7658_00001497-0016-5472-0767-F8F005C1B91C,7658_00001662-0016-6486-3618-F8F005C1B91C,,1
7680,7680_2020-05-11 09:00:00,7680_2020-05-29 06:00:00,,1
7695,7695_00000675-0016-0915-7230-F8F005C1FF9D,7695_00001769-0016-8622-1555-F8F005C1FF9D,,1
7696,7696_00000410-0016-0374-2394-F8F005C1FDD1,7696_00000495-0016-4923-8461-F8F005C1FDD1,,1
7711,7711_00000802-0016-1535-6592-F8F005C20FBC,7711_00001805-0016-7600-6656-F8F005C20FBC,,1
7712,7712_2020-06-06 09:00:00,7712_2020-06-12 09:00:00,,1
7716,7716_00000914-0016-6175-5253-F8F005C20EDA,7716_00001129-0016-8751-2130-F8F005C20EDA,,1
7725,7725_00000312-0016-4814-3512-F8F005C20C4F,7725_00001096-0016-8369-4381-F8F005C20C4F,,1
7727,7727_00000186-0016-0394-9297-F8F005C212FF,7727_00000206-0016-0688-6758-F8F005C212FF,,1
7784,7784_00000468-0016-8193-2914-F8F005C1F86D,7784_00000539-0016-8922-2887-F8F005C1F86D,,1
7788,7788_00000278-0016-1220-9365-F8F005C1B880,7788_00000304-0016-2240-2112-F8F005C1B880,,1
7795,7795_2020-06-13 10:00:00,7795_00000399-0016-5272-8085-F8F005C1CBE2,,1
7812,7812_00000651-0016-0411-0208-F8F005C1FF7D,7812_00000712-0016-0669-1556-F8F005C1FF7D,,1
7813,7813_00000357-0016-0383-4631-F8F005C20B49,7813_00000395-0016-0843-0164-F8F005C20B49,,1
7814,7814_2020-06-14 20:00:00,7814_00000475-0016-4184-9907-F8F005C2103D,,1
7836,7836_00000774-0016-1004-8783-F8F005C1B5A5,7836_00002286-0016-8952-9349-F8F005C1B5A5,,1
7847,7847_2020-05-25 20:00:00,7847_2020-06-04 09:00:00,,1
7869,7869_00001256-0016-3159-3869-F8F005C1FA33,7869_00000447-0016-8956-9771-F8F005C202F0,,1
7870,7870_2020-05-27 10:00:00,7870_00002034-0016-7602-0207-F8F005C1B854,,1
7877,7877_00000793-0016-3113-4047-F8F005C1FD7E,7877_00001440-0016-8936-7154-F8F005C1FD7E,,1
7888,7888_2020-05-22 19:00:00,7888_2020-06-16 05:00:00,,1
7909,7909_2020-06-06 06:00:00,7909_00000838-0016-8820-5758-F8F005C1FC43,,1
791,791_00002214-0016-6768-4678-F8F00528BD7B,791_00001651-0016-8663-7341-F8F005C20CA8,,1
7918,7918_2020-05-20 21:00:00,7918_2020-06-02 19:00:00,,1
7921,7921_00000855-0016-1823-4155-F8F005C1CCD5,7921_00001211-0016-4522-0450-F8F005C1CCD5,,1
7926,7926_00000420-0016-0850-4334-F8F005C1F9D1,7926_00002010-0016-8899-8591-F8F005C1F9D1,,1
7969,7969_2020-05-16 21:00:00,7969_00000591-0016-0869-4815-F8F005C1FF36,,1
7972,7972_00000744-0016-1031-0787-F8F005C1F712,7972_00000761-0016-1103-3630-F8F005C1F712,,1
7975,7975_2020-06-05 17:00:00,7975_2020-06-06 07:00:00,,1
7989,7989_00000591-0016-2079-0328-F8F005C1C3FD,7989_00001720-0016-8783-8635-F8F005C1C3FD,,1
8010,8010_2020-05-30 09:00:00,8010_2020-06-11 05:00:00,,1
8016,8016_2020-06-01 19:00:00,8016_2020-06-16 03:00:00,,1
8025,8025_2020-05-27 05:00:00,8025_2020-05-28 04:00:00,,1
8055,8055_2020-05-10 20:00:00,8055_00000219-0016-0669-0358-F8F005C1CADE,,1
8057,8057_00000411-0016-0910-8988-F8F005C20ED4,8057_00000666-0016-3640-7295-F8F005C20ED4,,1
8060,8060_2020-05-15 07:00:00,8060_2020-06-16 03:00:00,,1
8078,8078_00000754-0016-1316-8895-F8F005C20618,8078_00001332-0016-6071-3370-F8F005C20618,,1
8087,8087_2020-05-12 00:00:00,8087_00001598-0016-8931-1679-F8F005C1F65E,,1
8104,8104_2020-06-06 18:00:00,8104_00000174-0016-2180-4005-F8F005C20DE2,,1
8106,8106_00000851-0016-3700-1652-F8F005C20F19,8106_00001100-0016-8897-2088-F8F005C20F19,,1
8113,8113_00000965-0016-6765-6545-F8F005C214A8,8113_00001183-0016-8936-6901-F8F005C214A8,,1
8124,8124_00000840-0016-1450-5655-F8F005C1B69D,8124_00002234-0016-8923-1402-F8F005C1B69D,,1
8129,8129_00000381-0016-0689-9458-F8F005C1FD82,8129_00000388-0016-0758-9568-F8F005C1FD82,,1
8146,8146_00000145-0016-0628-4815-F8F005C211B1,8146_00000146-0016-0634-4922-F8F005C211B1,,1
8157,8157_2020-05-30 06:00:00,8157_00000765-0016-0914-1011-F8F005C21213,,1
8168,8168_00002066-0016-8264-9505-F8F005C1FF1A,8168_00002179-0016-8859-2686-F8F005C1FF1A,,1
8170,8170_00001176-0016-2935-9592-F8F005C21108,8170_00002509-0016-8874-8293-F8F005C21108,,1
8171,8171_00000181-0016-1296-2121-F8F005C214E2,8171_00000185-0016-1473-2816-F8F005C214E2,,1
8173,8173_2020-05-11 08:00:00,8173_00000286-0016-0612-4549-F8F005C2126B,,1
8176,8176_2020-05-21 12:00:00,8176_00000085-0016-0537-4407-F8F005C1FE59,,1
8193,8193_00000670-0016-0607-9730-F8F005C20BA2,8193_00001149-0016-3182-2633-F8F005C20BA2,,1
8276,8276_00000672-0016-2897-8593-F8F005C1F64C,8276_00000709-0016-3847-8362-F8F005C1F64C,,1
8277,8277_00000523-0016-1382-1076-F8F005C2139B,8277_00001060-0016-8948-8312-F8F005C2139B,,1
8293,8293_00000499-0016-2953-1892-F8F005C1F4F2,8293_00001000-0016-8940-9499-F8F005C1F4F2,,1
8355,8355_2020-06-07 10:00:00,8355_00000393-0016-0650-0042-F8F005C1F7E8,,1
8358,8358_00002097-0016-6969-7443-F8F005C20C38,8358_00000222-0016-8252-8442-F8F005C209F4,,1
8364,8364_00000431-0016-2122-4372-F8F005C1FD23,8364_00000832-0016-8914-3548-F8F005C1FD23,,1
8386,8386_2020-06-06 06:00:00,8386_2020-06-12 22:00:00,,1
8407,8407_00000192-0016-1112-8750-F8F005C1CC41,8407_00000285-0016-8582-3597-F8F005C1CC41,,1
8474,8474_2020-05-22 09:00:00,8474_2020-06-10 13:00:00,,1
8504,8504_00000170-0016-0725-5235-F8F005C1F91C,8504_00000199-0016-1060-9893-F8F005C1F91C,,1
8518,8518_2020-05-16 21:00:00,8518_00002027-0016-8950-2247-F8F00529AA97,,1
8536,8536_00000578-0016-0464-1949-F8F005C1FE35,8536_00000733-0016-1376-8571-F8F005C1FE35,,1
8562,8562_2020-06-01 20:00:00,8562_00000625-0016-1822-7044-F8F005C21017,,1
8567,8567_00001676-0016-7532-0993-F8F005C1CC1F,8567_00001719-0016-7776-8525-F8F005C1CC1F,,1
8569,8569_00000657-0016-0985-6866-F8F005C1B814,8569_00000664-0016-1026-4922-F8F005C1B814,,1
8606,8606_2020-05-20 04:00:00,8606_00000692-0016-4104-4940-F8F005C20C9D,,1
8616,8616_2020-06-05 05:00:00,8616_2020-06-10 07:00:00,,1
8624,8624_00000778-0016-1094-9608-F8F005C20BF8,8624_00002189-0016-8033-4329-F8F005C20BF8,,1
8644,8644_2020-06-04 21:00:00,8644_00000341-0016-0405-2254-F8F005C1FC7E,,1
8651,8651_00002158-0016-7635-5294-F8F005C1F764,8651_00002430-0016-8939-8916-F8F005C1F764,,1
8659,8659_00000743-0016-6071-3435-F8F005C2125E,8659_00000694-0016-8870-7714-F8F005C21485,,1
8660,8660_00000249-0016-2211-3012-F8F005C1F5D7,8660_00000276-0016-3334-6403-F8F005C1F5D7,,1
8695,8695_00001837-0016-6239-8735-F8F005C212A2,8695_00002454-0016-8956-8337-F8F005C212A2,,1
8696,8696_2020-05-08 21:00:00,8696_2020-05-15 21:00:00,,1
8697,8697_00000618-0016-0354-0509-F8F005C1B6F5,8697_00002036-0016-8940-3612-F8F005C1B6F5,,1
8727,8727_00000092-0016-1390-1666-F8F00529A9F6,8727_00000095-0016-1428-1895-F8F00529A9F6,,1
8732,8732_2020-06-16 04:00:00,8732_00000494-0016-0805-9135-F8F005C1CB37,,1
8743,8743_2020-05-31 07:00:00,8743_2020-06-08 20:00:00,,1
8746,8746_00000514-0016-0452-6305-F8F005C20808,8746_00000688-0016-1622-2619-F8F005C20808,,1
8751,8751_2020-05-08 21:00:00,8751_2020-05-14 21:00:00,,1
8769,8769_00001035-0016-4314-4919-F8F005C21397,8769_00001911-0016-8481-4991-F8F005C21397,,1
8776,8776_2020-05-16 21:00:00,8776_2020-05-28 18:00:00,,1
8780,8780_00000828-0016-7592-6239-F8F005C21048,8780_00000928-0016-8949-0907-F8F005C21048,,1
8788,8788_2020-06-15 08:00:00,8788_2020-06-16 07:00:00,,1
8802,8802_00001509-0016-6228-0052-F8F005C1C546,8802_00001841-0016-8931-4827-F8F005C1C546,,1
8813,8813_2020-05-24 09:00:00,8813_2020-06-11 05:00:00,,1
8816,8816_2020-05-09 06:00:00,8816_00000726-0016-0758-8249-F8F005C21228,,1
8819,8819_2020-05-10 05:00:00,8819_2020-05-27 07:00:00,,1
8820,8820_00000319-0016-4736-4766-F8F005C206FE,8820_00000436-0016-8805-8398-F8F005C206FE,,1
8829,8829_00000881-0016-3729-8707-F8F005C1FC9C,8829_00001403-0016-8930-6280-F8F005C1FC9C,,1
883,883_2020-05-16 10:00:00,883_00001600-0016-7257-5575-F8F00528AB54,,1
8905,8905_2020-05-11 04:00:00,8905_2020-06-13 07:00:00,,1
8959,8959_00001210-0016-3312-3624-F8F005C1FCF7,8959_00000443-0016-6560-8999-F8F005C1C58A,,1
8960,8960_2020-06-01 08:00:00,8960_00000259-0016-0633-7589-F8F005C20E1B,,1
8999,8999_00000716-0016-0695-3742-F8F005C1F6E9,8999_00002619-0016-8957-7108-F8F005C1F6E9,,1
9038,9038_2020-05-31 21:00:00,9038_00000181-0016-0348-5186-F8F005C1B88E,,1
9050,9050_00000608-0016-2854-8599-F8F005C20BEF,9050_00000750-0016-3968-4394-F8F005C20BEF,,1
9057,9057_2020-05-29 06:00:00,9057_2020-06-10 07:00:00,,1
9723,9723_00001705-0016-7256-4205-F8F005C1A3FA,9723_00001959-0016-8897-4521-F8F005C1A3FA,,1
9783,9783_2020-05-28 21:00:00,9783_00000210-0016-1342-7409-F8F005C1CC68,,1
